"","var.id","DryWeight_Leaves_g","DryWeight_Shoot_g","FreshWeight_Shoot_g","FreshWeight_Leaves_g","GrowthStage","NumberOfNodes","NumberOfTillers","PlantHeight_cm","TillerLength_cm"
"W4.067","Houjaku Kuwazu",3.76659118955505,9.19640445288115,27.8143341120112,11.8812870972725,3.52746957619463,5.09705609575303,10.9427442729261,26.6142247818867,22.4323165347258
"W4.068","GmJMC062",4.42203927175123,10.0413210023791,33.3648595427336,14.8915203220784,4.96311502672531,3.41753156219896,8.17047870871985,24.6893883271691,24.0963897409802
"W4.069","C1329",3.30777753201772,7.12218871763299,20.9675556275422,10.5136570985025,1.13472715864351,3.08162665548814,14.408076228184,33.1105478165589,27.4245361534889
"W4.070","GmWMC171",5.06609415307245,10.3459261103526,33.5155866420064,20.3909848673969,3.52746957619463,4.76115118904221,12.3288770550293,26.373620225047,24.5124080425437
"W4.071","GmWMC138",1.37420568953898,4.19943018160151,12.7340878297631,5.65097265843141,3.52746957619464,3.41753156219896,12.3288770550293,15.0652060535807,14.111950503454
"W4.072","GmJMC092",4.36468756455907,9.66781711998298,31.5862797713141,13.082485932171,3.52746957619464,3.75343646890977,10.9427442729261,28.7796657934441,30.336664264434
"W4.073","GmJMC097",3.34874303715498,6.96263366107544,22.067863452234,10.4774764107044,3.04892109268441,1.40210212193408,12.3288770550293,24.2081792134896,20.7682433284715
"W4.074","GmJMC002",5.06609415307245,6.76500465349567,12.5795925530085,4.50766292400994,7.83440592778667,1.73800702864489,7.47741231766828,13.6215787125425,13.6959322018904
"W4.075","GmWMC156",2.3491847118058,5.87838452674119,18.9176670774315,8.48753858180622,3.04892109268441,3.75343646890977,11.2892774684519,20.3585063040543,18.6881518206535
"W4.076","GmJMC068",5.73293543614361,10.4402086437729,33.2631187507245,16.541359685674,3.52746957619463,6.44067572259628,10.5962110774003,24.6893883271691,25.3444446456709
"W4.077","GmJMC033",1.31685398234681,9.03322314503819,32.2645517180419,5.46283308188104,6.39876047725599,3.41753156219896,10.2496778818746,17.9524607356572,15.7760237097084
"W4.078","GmWMC147",8.37111396698325,14.7445689195414,47.8459656053721,25.195780206991,3.52746957619464,5.43296100246384,14.0615430326582,40.5692890785898,36.1609204863243
"W4.079","GmWMC151",7.37974874266152,13.468128467081,43.4145888867506,21.7586148661669,3.04892109268441,5.09705609575303,13.3684766416066,26.373620225047,31.5847191691248
"W4.080","GmJMC139",9.05114135226179,14.704680155402,46.2595628855253,25.449045021578,3.04892109268441,4.4252462823314,11.9823438595035,31.4263159186809,27.4245361534889
"W4.081","GmWMC140",4.08612212962569,8.3188516418146,28.3531834919116,13.3791675721158,3.04892109268441,3.41753156219896,13.0219434460808,27.5766430092456,20.7682433284715
"W4.082","GmWMC182",4.62686679743754,9.22541446316433,32.9013737124696,18.5819504774895,1.13472715864351,5.76886590917465,14.7546094237097,30.7045022481618,27.4245361534889
"W4.083","GmJMC131",7.15034191389286,12.7388263715473,40.5451953430852,20.6153051317454,3.09381714529038,5.14614788865901,11.9729808149769,34.0729660439177,27.7269682502475
"W4.084","GmWMC103",1.57084011419783,10.4184511360606,35.5504024821898,6.40353096463289,5.92021199374577,2.74572174877733,10.9427442729261,24.2081792134896,22.8483348362894
"W4.085","GmWMC190",5.76570784025342,12.0792742247732,40.0797518153389,17.713613970334,1.13472715864351,4.4252462823314,13.7150098371324,26.8548293387264,27.0085178519253
"W4.086","GmWMC118",5.05290805086506,15.0056590120901,57.5038044912797,17.8655728590862,5.44166351023554,4.08934137562059,12.3288770550293,26.8088339052057,26.5924995503617
"W4.087","GmJMC003",1.82482624604885,6.43320097340725,19.6976798161685,5.41941625652328,6.87730896076621,2.0739119353557,8.17047870871984,14.7690287651332,16.192042011272
"W4.088","GmWMC001",0.980936840221265,7.31075378447374,21.2464007611971,5.06484551610143,7.35585744427644,2.74572174877733,7.82394551319406,17.7118561788175,14.9439871065812
"W4.089","GmJMC101",5.17580456627685,10.403946130919,32.4793378345056,15.2388549249406,3.04892109268441,4.08934137562058,14.0615430326582,31.4263159186809,26.1764812487981
"W4.090","GmJMC110",11.3534027409759,17.3155810808892,58.524980588853,32.5187514173361,4.00601805970486,5.43296100246384,12.675410250555,36.4790116123148,34.4968472800699
"W4.091","GmWMC123",2.77522596523332,9.38859577100726,28.0743383582568,8.48753858180622,3.04892109268441,3.75343646890977,12.675410250555,30.4638976913221,26.5924995503617
"W4.092","GmWMC087",2.40653641899797,5.29818432107736,14.7425264275738,7.90141143947622,3.04892109268441,2.74572174877733,12.3288770550293,25.4112019976882,22.4323165347258
"W4.093","GmWMC148",2.98824659194708,7.45943008717509,21.8719182231794,9.93476609373215,2.09182412566396,2.0739119353557,10.9427442729261,22.7645518724514,21.184261630035
"W4.094","GmWMC084",2.35737781283325,8.95540595011461,29.6551425134951,8.96512366074178,4.9292648077371,4.13453099792996,12.5032804310448,22.5239473156117,20.6031439475774
"W4.095","GmWMC010",1.43975049775859,7.46479519761029,24.1466260627695,5.68715334622956,5.84698863896045,3.62872255256543,9.85178235070538,18.1930652924969,13.4793196449072
"W4.096","GmWMC045",4.26637035222964,9.31969699658472,30.8326442749499,12.8002765673455,4.96311502672531,5.09705609575302,10.9427442729261,22.0562792446507,20.3522250269079
"W4.097","C1290",4.60228749435519,8.65609301135671,27.2038893599562,14.5297134440969,3.04892109268441,5.43296100246384,14.0615430326582,20.1179017472146,19.5201884237807
"W4.098","GmJMC051",6.31464560909272,12.1372942453396,41.57195009814,18.8931043925536,4.96311502672532,5.76886590917465,12.3288770550293,26.1330156682073,26.5924995503617
"W4.099","GmWMC038",2.04603997379007,8.03237779026811,27.7728841597112,8.49477471936585,5.44166351023554,2.74572174877733,9.90314468634877,17.6205615614661,14.9439871065812
"W4.100","GmWMC162",6.30645250806527,13.1562708565367,46.0899948988435,19.9568166138191,3.04892109268441,4.08934137562058,12.3288770550293,32.1481295892,29.9206459628704
"W4.101","GmWMC176",8.80534832143822,14.9077502273843,54.5420169905681,28.4158614210262,1.13472715864351,6.44067572259628,13.7150098371324,27.0954338955662,25.3444446456709
"W4.102","GmWMC115",10.4521616279561,17.8268825121304,60.6577690435637,30.0078116841447,4.00601805970486,4.76115118904221,14.0615430326582,27.8172475660853,31.1687008675612
"W4.103","GmWMC170",1.86579175118611,9.54452457627941,34.747780678562,8.91447069782437,3.04892109268441,8.45610516286116,11.9823438595035,21.3209245314131,18.6881518206535
"W4.104","GmWMC083",8.93643793787746,16.5649470648116,61.7731495781829,27.1929541734488,4.96311502672532,6.10477081588547,11.9823438595035,25.224649018354,14.9439871065812
"W4.105","GmWMC163",4.93001153545328,9.58078708913342,31.250911975432,15.6730231785184,1.25836948284367,5.14614788865901,12.5032804310448,25.4112019976882,21.3155263778444
"W4.106","GmWMC178",7.89591410739102,14.9440127402383,52.9593824482033,25.1595995191928,3.04892109268441,5.76886590917465,13.3684766416066,40.1159869547595,34.4968472800699
"W4.107","GmJMC025",6.01150087107698,14.5523776014153,50.860507590829,18.4806445516547,5.92021199374576,4.4252462823314,9.2100782952972,26.8088339052057,13.2799139003268
"W4.108","GmWMC042",1.86579175118611,9.78748341240117,32.5848468039966,7.44553477321956,5.92021199374576,3.08162665548814,10.5962110774003,19.8772971903749,17.4400969159628
"W4.109","GmJMC056",10.2227547991875,22.0804752699033,78.5151621299139,30.9412734293369,4.48456654321509,5.76886590917465,14.0615430326582,34.3135706007574,29.0886093597432
"W4.110","GmWMC146",12.0498163283093,19.650886908686,76.6122325015943,40.6738784470387,3.04892109268441,4.4252462823314,11.9823438595035,36.4790116123148,25.7604629472345
"W4.111","GmJMC009",3.62730847208836,12.6413431740101,44.0702517685873,10.9912421774381,5.92021199374576,4.08934137562058,9.90314468634877,16.6700506293551,10.3677857893817
"W4.112","GmWMC074",8.80534832143822,18.2656589176637,64.8065324510489,26.0858251268254,4.96311502672531,6.10477081588546,11.9823438595035,27.0954338955661,30.7526825659976
"W4.113","GmJMC161",5.14303216216704,14.0882174368842,47.258129918208,16.2374419081695,3.04892109268441,3.08162665548814,13.0219434460808,42.9753346469869,34.9128655816335
"W4.114","GmWMC071",9.11668616048141,19.3789180622811,69.9689356011438,27.1929541734488,4.48456654321509,6.77658062930709,13.0219434460808,28.5390612366044,20.7682433284715
"W4.115","GmJMC023",5.59365271867692,19.4115543238497,71.163447862881,17.4892937059855,5.92021199374576,7.78429534943953,13.3684766416066,23.4863655429705,18.2721335190899
"W4.116","GmJMC008",1.08744715357814,11.6658815782378,35.9234520528902,5.21680440485365,6.87730896076622,4.08934137562058,8.51701190424563,11.9373468146645,11.1998223925089
"W4.117","GmWMC165",2.88992937961765,11.1364488905695,36.3304152209268,9.99989133176881,4.00601805970486,5.09705609575302,15.1011426192355,43.697148317506,41.9851767082145
"W4.118","GmWMC011",6.53585933683393,13.4246134516562,44.9708461867426,18.9220489427921,4.96311502672531,5.09705609575302,11.6358106639777,19.6366926335352,20.7682433284715
"W4.119","GmJMC043",3.11933620838632,11.2089739162775,37.0426007649911,9.81175175521844,5.92021199374576,6.10477081588546,11.6358106639777,30.2940406562793,19.1041701222171
"W4.120","GmWMC166",4.15166693784531,10.3096635974986,31.0511985688956,13.1114304824095,3.04892109268441,3.41753156219896,11.9823438595035,37.922638953353,30.336664264434
"W4.121","GmJMC030",5.39701829401806,18.3128001843739,60.8876278699549,15.6585509033992,6.39876047725599,5.09705609575303,10.2496778818746,16.9900425082984,12.4478772971997
"W4.122","5002T",5.75751473922596,12.8661707537048,42.9661757664138,17.713613970334,4.96311502672531,6.77658062930709,12.675410250555,21.618600942837,20.3522250269079
"W4.123","GmWMC075",5.57726651662201,21.5365375770935,75.5194610318661,16.8886942885362,5.44166351023554,5.43296100246384,11.9823438595035,27.4425078599463,17.8561152175263
"W4.124","GmWMC173",7.05202470156343,11.3721552241204,38.286099333992,21.3895718506258,1.13472715864351,5.09705609575303,14.7546094237097,33.3511523733986,29.0886093597432
"W4.125","GmJMC082",6.77345926663005,11.3213877061249,41.53050014584,22.4532840718914,3.52746957619464,5.09705609575302,10.9427442729261,24.274138086243,18.2721335190899
"W4.126","C1322",4.74976331284933,9.6605646174122,30.534958253886,14.1172536031981,4.48456654321509,5.43296100246384,10.2496778818746,21.3209245314131,20.7682433284715
"W4.127","GmJMC064",4.67602540360226,11.1727114034235,36.6318694194725,15.6296063531606,4.96311502672532,3.41753156219896,10.9427442729261,26.6142247818867,22.8483348362894
"W4.128","GmWMC175",6.88816268101438,13.5334009902182,44.2850378850512,22.0408242309925,3.52746957619463,6.44067572259628,13.0219434460808,42.4941255333075,29.0886093597432
"W4.129","GmJMC114",4.70879780771207,11.0095300955806,37.2837641238276,15.6368424907203,3.52746957619464,4.76115118904221,12.675410250555,36.2384070554751,29.0886093597432
"W4.130","GmJMC105",7.52722456115566,10.2443910743614,32.5245559642876,22.0914771939099,4.00601805970486,3.75343646890977,10.9427442729261,31.5613885657606,22.8483348362894
"W4.131","GmJMC040",4.55312888819047,8.95707186804484,28.9146419367029,14.0231838149229,4.96311502672531,2.40981684206652,12.3288770550293,26.373620225047,28.6725910581796
"W4.132","GmJMC034",5.93776296182991,13.9467936367536,45.8337588300796,18.4299915887373,4.96311502672531,2.40981684206652,12.675410250555,25.8924111113676,22.4323165347258
"W4.133","GmWMC185",4.63505989846499,12.8299082408508,38.8927759085652,13.9074056139688,2.57037260917418,2.74572174877733,13.7150098371324,42.2535209764678,41.1531401050873
"W4.134","GmWMC027",4.26637035222964,10.8390962851668,37.3101413662003,13.6975576247395,4.96311502672531,3.75343646890977,11.9823438595035,28.5390612366044,23.6803714394166
"W4.135","GmJMC130",9.56730671699129,16.2820994645505,53.1176459024398,24.1103595730466,4.96311502672531,4.76115118904221,11.6358106639777,30.2940406562793,29.0886093597432
"W4.136","GmWMC188",8.24821745157147,17.5621661682963,58.4910669915167,24.3998050754317,2.09182412566396,8.79201006957197,14.408076228184,42.7347300901472,37.8249936925786
"W4.137","GmJMC007",3.69285328030798,14.9077502273843,51.9269018181843,12.3082192132907,5.92021199374576,5.09705609575303,9.90314468634877,22.6899531993914,16.6080603128356
"W4.138","GmWMC046",1.16118506282521,9.77660465854496,27.5694025756927,5.1806237170555,6.87730896076621,2.74572174877733,6.78434592661671,19.1554835198558,14.5279688050176
"W4.139","GmWMC035",5.26592867757882,13.7147135544881,47.6537885537992,15.426994501491,5.92021199374576,4.76115118904221,11.2892774684519,25.4112019976882,21.6002799315986
"W4.140","GmWMC186",3.21765342071575,7.04603744063962,22.4107676030798,11.1214926535114,3.04892109268441,3.08162665548814,10.9427442729261,27.5766430092456,23.6803714394166
"W4.141","GmJMC050",5.10206665702978,14.1897524728754,48.7691690884181,15.5427727024451,5.92021199374576,3.75343646890977,11.2892774684519,29.0202703502838,26.5924995503617
"W4.142","GmWMC107",2.98824659194708,16.2240794439841,52.9819915130941,8.39346879353104,6.39876047725599,3.08162665548814,11.2892774684519,22.7645518724514,23.6803714394166
"W4.143","GmJMC098",13.2542021793448,25.55079775003,93.3467086983618,43.286124106065,3.04892109268441,5.76886590917465,13.3684766416066,38.6444526238722,37.408975391015
"W4.144","GmWMC089",10.9847131947405,20.5973384941752,80.9569411381341,30.4926329006398,5.92021199374577,5.76886590917465,9.90314468634877,24.8650571591808,21.184261630035
"W4.145","GmJMC179",6.87177647895948,16.8079059009333,59.6177520585813,19.7614408997092,3.04892109268441,7.11248553601791,12.675410250555,38.1632435101928,35.3288838831971
"W4.146","GmJMC005",3.2258465217432,10.5671274387619,37.1594142669275,10.3182813843925,5.92021199374576,4.4252462823314,8.86354509977142,21.0803199745734,12.4478772971997
"W4.147","GmJMC117",9.16584476664613,15.1760928225039,54.5307124581227,29.8269082451539,3.04892109268441,5.09705609575302,13.3684766416066,34.7947797144368,34.0808289785063
"W4.148","GmJMC167",6.62598344813591,15.8650805667296,58.9545528217807,23.6255383565514,3.04892109268441,5.43296100246384,11.6358106639777,29.9666312134353,27.4245361534889
"W4.149","GmWMC018",5.15941836422194,10.6650362234677,37.5927546773368,15.4631751892892,5.92021199374577,4.08934137562058,10.5962110774003,17.7118561788175,18.6881518206535
"W4.150","GmJMC106",4.03696352346098,6.92274489693605,21.6948138815337,12.8436933927032,2.57037260917418,3.41753156219896,11.6358106639777,19.6366926335352,14.9439871065812
"W4.151","GmWMC073",4.63278121825266,10.3422998590672,34.1750177013252,13.4424905870806,4.96311502672531,3.41753156219896,11.6358106639777,65.2138701337391,16.192042011272
"W4.152","GmJMC017",5.23623828476484,10.8971163057332,39.0774166051744,18.1445150625451,4.48456654321509,3.75343646890977,11.2892774684519,69.2012313425152,18.2721335190899
"W4.153","GmJMC104",7.64105972892531,14.0628336778864,43.9873518639874,22.0782623246078,4.00601805970487,4.76115118904221,12.3288770550293,60.5394672962857,27.4245361534889
"W4.154","GmJMC004",1.84967325478604,9.34145450429711,31.9894747618689,5.96936271105513,5.92021199374577,3.08162665548814,8.86354509977142,76.3445771612035,13.2799139003269
"W4.155","GmJMC047",2.61955704571173,8.54005297022395,27.4865026710928,8.0895510160266,5.44166351023554,2.74572174877733,10.2496778818746,71.4828477144221,19.9362067253443
"W4.156","GmWMC125",2.36756551335992,6.14310087057531,19.0269442244044,8.25347071951438,3.04892109268441,1.40210212193408,11.6358106639777,68.9606267856755,19.5201884237807
"W4.157","GmJMC060",2.66871565187644,8.11940782111769,27.2754847321107,10.9044085267225,4.48456654321509,3.08162665548814,7.82394551319406,69.9230450130343,22.0162982331622
"W4.158","GmJMC076",4.93820463648073,9.54452457627942,29.2010234253213,14.2040872539136,4.00601805970486,5.09705609575303,14.0615430326582,69.9230450130343,24.0963897409802
"W4.159","GmWMC132",2.79538955305139,8.34423540081242,26.9928714209742,8.30384955318007,5.84698863896045,4.13453099792996,13.5638796631806,59.3445171278768,28.4393506805145
"W4.160","GmWMC168",5.14303216216704,10.2190073153636,32.9805054395879,14.6310193699318,2.09182412566396,6.44067572259628,15.1011426192355,33.5917569302383,27.4245361534889
"W4.161","GmJMC177",4.45481167586104,9.06223315532138,29.4308822517124,13.9508224393266,3.04892109268441,5.09705609575302,11.2892774684519,32.8699432597192,26.5924995503617
"W4.162","GmWMC164",4.93820463648073,10.3350473564964,33.485441222152,14.1534342909962,4.00601805970486,5.76886590917465,14.408076228184,40.0880799649104,32.4167557722519
"W4.163","GmJMC096",3.96322561421391,7.97073151841634,24.2609427466538,13.1693195828866,3.04892109268441,4.08934137562058,13.3684766416066,33.3511523733986,26.5924995503617
"W4.164","GmWMC191",4.8398874241513,8.59807299079031,26.2015541497917,13.0752497946114,1.13472715864351,1.40210212193408,9.55661149082299,37.2008252828339,29.5046276613069
"W4.165","GmWMC159",3.26681202688046,6.95175490721925,21.498868652479,11.8089257216762,4.00601805970486,6.44067572259628,13.3684766416066,20.8397154177337,16.192042011272
"W4.166","GmJMC100",5.53630101148475,12.6268381688685,40.4264241436663,16.7294992622244,3.52746957619463,5.09705609575303,10.2496778818746,22.6899531993914,14.9439871065812
"W4.167","GmWMC189",2.87354317756275,5.91464703959517,19.392457440141,10.5064209609429,1.61327564215373,1.73800702864489,10.9427442729261,27.5766430092456,19.9362067253443
"W4.168","GmWMC019",1.67735042755471,6.32078718355984,19.7391297684686,6.63508736654104,5.92021199374576,3.08162665548814,10.2496778818746,16.7494379514587,20.3522250269079
"W4.169","GmJMC088",3.12752930941377,7.35426879989853,22.8026580611891,10.1301418078422,4.00601805970487,2.74572174877733,10.5962110774003,24.6893883271691,21.184261630035
"W4.170","GmJMC116",3.88948770496684,11.0929338751447,34.9927122148804,11.5267163568507,3.52746957619463,4.08934137562058,13.0219434460808,36.4790116123148,28.256572756616
"W4.171","GmJMC133",4.56951509024538,10.295158592357,32.7355739032695,13.7482105876569,3.04892109268441,4.08934137562058,12.3288770550293,33.213087429779,26.5924995503617
"W4.172","GmWMC014",5.06609415307245,14.8207201965348,50.5590533922833,16.2307445038034,5.44166351023554,4.08934137562058,11.6358106639777,22.3731162220211,25.7604629472345
"W4.173","GmWMC120",3.87310150291193,7.01340117907103,22.2261269064705,9.80451561765881,3.04892109268441,2.0739119353557,11.6358106639777,35.2759888281162,26.5924995503617
"W4.174","GmWMC134",2.11158478200968,6.33891843998683,20.4927652648328,7.98100895263215,4.00601805970486,3.75343646890977,14.0615430326582,30.4638976913221,34.4968472800699
"W4.175","UA-4805",4.57770819127283,8.73224428835009,28.4737651713298,13.3864037096755,4.96311502672532,4.4252462823314,10.9427442729261,24.4012776997031,17.0240786143992
"W4.176","GmWMC119",1.73470213474688,6.58912977867935,21.2087189863788,6.36735027683474,5.92021199374577,3.41753156219896,10.9427442729261,21.5615290882528,16.6080603128356
"W4.177","GmWMC143",3.78297739160995,8.6597192626421,27.6183888829564,11.9464123353092,3.04892109268441,4.76115118904221,12.3288770550293,35.0353842712765,27.8405544550525
"W4.178","GmWMC181",3.07837070324906,7.12581496891838,23.4244073456896,11.128728791071,3.04892109268441,2.74572174877733,11.6358106639777,31.9075250323603,39.0730485972694
"W4.179","GmWMC157",2.58678464160192,5.81673825488941,18.2054815333674,8.30663514281548,1.13472715864351,1.40210212193408,9.90314468634877,21.8021336450926,16.192042011272
"W4.180","GmJMC058",2.57039843954701,6.29902967584746,19.1173804839681,8.63226133299882,4.00601805970487,2.40981684206652,10.5962110774003,19.8772971903749,14.9439871065812
"W4.181","GmWMC174",3.21765342071575,7.1149362150622,23.0174441776529,11.3819936056581,2.09182412566396,3.08162665548814,12.675410250555,23.3236271541321,19.5201884237807
"W4.182","GmJMC158",3.70104638133543,6.58912977867937,21.5064050074427,11.989829160667,3.04892109268442,5.09705609575302,11.9823438595035,22.6899531993914,19.1041701222171
"W4.183","GmJMC079",3.56176366386874,7.60810638987646,23.7145570117898,11.5267163568507,4.48456654321509,2.40981684206652,9.55661149082298,24.4487837703294,20.7682433284715
"W4.184","GmWMC020",5.06609415307245,11.4834313505534,39.2224652475281,16.2307445038034,4.14027119499292,4.27222439693287,11.9424757016443,29.5393665295504,24.5738734913367
"W4.185","GmWMC113",2.28363990358618,6.19024213728549,20.9148011427968,8.41517720620993,4.4845665432151,1.40210212193408,10.9427442729261,28.7098557694276,21.6002799315986
"W4.186","GmJMC063",2.67690875290389,8.86437628583953,27.3513612097339,9.52230625283326,4.9292648077371,2.61710566183638,11.9729808149769,26.175159950465,19.8907615173103
"W4.187","GmJMC049",3.06198450119415,7.1149362150622,23.1644030994439,10.0071274693284,4.96311502672531,4.08934137562058,10.5962110774003,26.1330156682073,22.8483348362894
"W4.188","GmWMC192",2.50485363132739,7.56459137445165,23.0551259524711,8.56713609496215,3.04892109268442,7.44839044272872,13.7150098371324,21.5615290882528,20.3522250269079
"W4.189","GmJMC026",3.0374051981118,9.57353458656262,33.6210956114975,9.34140281384252,5.92021199374576,3.41753156219896,10.9427442729261,21.3209245314131,15.7760237097084
"W4.190","GmJMC069",3.86490840188448,9.28343448373071,30.7120625955316,12.4095251391255,4.96311502672531,2.74572174877733,11.2892774684519,27.3360384524059,17.4400969159627
"W4.191","GmWMC012",4.22540484709238,10.4005018704814,34.5952719758911,12.8654018053821,5.84698863896045,4.13453099792996,11.9729808149769,29.9666312134353,17.7536142265093
"W4.192","GmJMC080",3.53718436078639,9.45749454542985,29.4082731868215,10.9044085267225,3.52746957619463,4.4252462823314,11.6358106639777,26.373620225047,17.0240786143992
"W4.193","GmJMC145",8.83812072554803,14.9947802582339,45.5775227613158,23.3216205790469,3.04892109268441,3.75343646890977,14.408076228184,50.4340759090179,44.8973048191596
"W4.194","Tachiutaka",4.04515662448843,12.1372942453396,42.9774802988592,13.2416809584829,5.44166351023554,4.4252462823314,10.9427442729261,24.6893883271691,17.8561152175263
"W4.195","GmWMC066",6.60140414505355,12.7827669741406,44.6844646981242,20.3330957669199,4.96311502672531,6.44067572259628,11.6358106639777,22.0427382019323,20.3522250269079
"W4.196","GmJMC093",5.46256310223768,10.831843782596,36.6695511942907,17.5544189440221,3.52746957619463,4.4252462823314,13.3684766416066,28.5390612366044,21.184261630035
"W4.197","GmJMC085",7.37974874266152,13.1889071181053,44.7673646027243,22.8657439127903,3.04892109268441,4.4252462823314,11.9823438595035,28.7796657934441,18.6881518206535
"W4.198","GmJMC067",6.5768248419712,12.3766268301759,42.2012357376042,19.1174246569021,4.96311502672531,4.4252462823314,11.9823438595035,33.3511523733986,25.7604629472345
"W4.199","GmJMC078",4.29914275633945,9.90352345353394,31.1793166032774,12.7351513293088,4.96311502672531,3.41753156219896,11.6358106639777,32.3887341460397,18.6881518206535
"W4.200","GmJMC099",5.03652184881016,10.6033899516159,34.4387901250526,14.782978258684,4.00601805970486,3.75343646890977,13.3684766416066,35.516593384956,26.5924995503617
